participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	age	gender	accuracy	country
P00433	4	1	1	5	1	5	2	3	3	1	41	1	88	US
P00434	4	3	5	5	4	4	5	4	5	2	51	1	71	US
P00435	0	3	2	2	1	4	1	3	5	2	32	1	84	US
P00436	3	2	3	4	3	4	3	4	2	4	31	1	84	US
P00437	4	4	4	3	3	4	4	3	4	1	42	1	94	US
P00438	4	4	2	2	4	4	4	5	5	4	33	1	91	US
P00439	5	3	2	1	4	5	4	4	4	3	35	1	86	US
P00440	4	4	4	2	3	3	2	1	1	4	39	1	96	US
P00441	5	1	2	3	5	3	1	4	2	2	34	1	57	US
P00442	5	5	5	3	2	2	4	5	5	3	45	1	87	US
P00443	2	3	1	2	2	4	4	4	3	1	18	1	65	US
P00444	4	3	3	2	3	4	5	2	4	2	33	1	94	US
P00445	5	5	1	5	4	5	4	5	4	4	28	1	86	US
P00446	5	1	4	2	4	4	5	4	2	3	39	1	81	US
P00447	2	4	5	2	1	5	4	1	5	1	26	1	72	US
P00448	4	4	4	2	4	4	4	4	4	1	32	1	81	US
P00449	5	5	5	3	3	4	3	3	5	1	37	1	95	US
P00450	4	4	5	3	3	4	4	5	4	5	40	1	73	US
P00451	4	4	5	3	4	5	4	5	2	4	42	1	64	US
P00452	4	2	2	1	2	5	2	4	4	1	18	1	79	US
P00453	4	4	5	2	3	4	4	2	3	1	33	1	95	US
P00454	5	4	5	3	5	5	5	4	5	3	21	1	94	US
P00455	4	2	1	3	3	2	4	4	4	4	42	1	88	US
P00456	5	4	5	3	4	5	5	5	2	2	28	1	84	US
P00457	2	0	4	2	3	4	5	4	5	1	36	1	91	US
P00458	4	2	3	1	3	4	1	2	2	3	19	1	87	US
P00459	5	2	3	2	3	5	2	4	3	4	49	1	100	US
P00460	5	3	4	5	3	5	4	4	4	5	35	1	69	US
P00461	5	2	4	5	5	5	2	5	2	5	45	1	90	US
P00462	4	1	1	2	2	5	3	3	1	1	52	1	62	US
P00463	4	2	2	1	5	5	3	4	4	1	44	1	82	US
P00464	5	4	3	1	2	3	4	5	3	3	24	1	77	US
P00465	5	4	5	2	1	4	4	2	4	2	46	1	79	US
P00466	4	4	4	1	5	5	5	4	5	5	26	1	75	US
P00467	4	5	5	1	5	4	4	2	2	1	41	1	84	US
P00468	5	2	4	1	2	5	2	3	4	2	55	1	71	US
P00469	4	4	5	4	3	5	5	5	4	2	37	1	84	US
P00470	3	3	4	2	3	4	4	1	4	2	38	1	92	US
P00471	3	4	5	5	3	5	5	5	5	4	32	1	67	US
P00472	4	4	4	4	4	5	4	4	5	5	61	1	84	US
P00473	1	1	3	1	1	1	3	2	2	1	22	1	85	US
P00474	4	4	4	5	4	3	3	1	4	3	34	1	97	US
P00475	4	2	4	2	2	4	1	2	1	1	24	1	97	US
P00476	4	2	4	1	0	5	3	4	1	3	34	1	79	US
P00477	4	4	5	4	3	4	4	5	4	4	47	1	98	US
P00478	5	4	1	2	3	5	4	4	4	3	52	1	87	US
P00479	5	2	2	1	5	5	4	4	4	2	30	1	78	US
P00480	1	5	5	3	1	5	4	3	5	2	42	1	87	US
P00481	5	5	3	2	5	5	0	5	5	5	22	1	93	US
P00482	5	4	4	2	5	5	4	5	5	3	39	1	79	US
P00483	2	4	2	1	1	3	4	1	4	2	43	1	74	US
P00484	2	1	2	3	3	2	2	2	4	2	30	1	78	US
P00485	4	4	4	2	4	4	2	5	4	5	63	1	86	US
P00486	2	2	2	4	3	5	1	4	4	4	53	1	87	US
P00487	2	2	4	4	3	2	3	1	4	1	30	1	93	US
P00488	2	3	3	3	1	4	5	3	3	2	47	1	75	US
P00489	4	5	4	3	4	5	5	4	5	4	57	1	62	US
P00490	5	2	4	3	4	4	3	4	4	2	29	1	91	US
P00491	4	5	4	4	2	4	5	1	5	1	33	1	91	US
P00492	2	2	4	1	2	3	4	2	2	2	50	1	77	US
P00493	3	4	2	4	2	4	4	4	4	2	40	1	90	US
P00494	5	2	5	4	5	5	5	5	5	5	30	1	96	US
P00495	4	2	3	3	3	0	2	2	3	4	32	1	74	US
P00496	5	5	5	3	4	5	5	4	5	2	23	1	92	US
P00497	5	4	4	2	3	5	4	5	5	2	37	1	94	US
P00498	4	4	4	5	4	2	3	4	4	3	46	1	89	US
P00499	4	4	1	5	1	4	1	2	5	1	21	1	94	US
P00500	5	2	4	4	4	5	1	4	2	3	32	1	85	US
P00501	4	4	3	4	2	3	5	4	4	1	22	1	83	US
P00502	3	3	2	1	4	3	4	4	4	4	37	1	79	US
P00503	1	4	5	2	4	4	4	3	4	2	34	1	93	US
P00504	5	5	4	2	3	4	4	4	5	1	24	1	78	US
P00505	1	2	1	2	1	1	1	2	4	1	36	1	96	US
P00506	4	4	4	3	5	5	4	4	4	2	28	1	81	US
P00507	4	4	4	2	4	4	4	3	4	2	43	1	67	US
P00508	5	4	3	2	3	4	4	5	5	4	33	1	81	US
P00509	5	3	3	2	2	5	1	3	1	2	37	1	94	US
P00510	5	4	4	4	5	5	4	4	5	5	27	1	83	US
P00511	4	4	5	5	4	5	4	5	5	5	37	1	89	US
P00512	4	5	5	2	4	5	4	4	4	4	43	1	82	US
P00513	5	3	5	1	5	3	4	2	4	4	36	1	83	US
P00514	1	4	1	2	4	3	4	4	4	2	39	1	98	US
P00515	5	4	4	1	4	5	4	4	4	2	23	1	79	US
P00516	4	3	4	1	3	4	3	2	2	4	43	1	61	US
P00517	5	4	5	2	4	5	0	5	5	5	52	1	97	US
P00518	4	2	5	5	1	2	4	4	5	2	19	1	87	US
P00519	4	5	5	2	5	5	5	5	5	4	39	1	49	US
P00520	5	4	2	1	2	5	4	5	4	2	18	1	78	US
P00521	2	5	5	2	1	4	2	2	2	2	36	1	79	US
P00522	5	4	2	4	5	4	3	5	4	5	39	1	96	US
P00523	2	3	5	2	1	3	1	4	4	1	51	1	99	US
P00524	2	5	4	4	3	3	4	2	5	1	26	1	72	US
P00525	3	1	1	3	5	4	4	5	4	5	22	1	73	US
P00526	4	5	5	2	1	4	5	3	5	2	35	1	72	US
P00527	4	1	1	2	1	3	2	1	1	1	66	1	97	US
P00528	2	4	2	1	4	4	4	4	4	2	37	1	71	US
P00529	2	5	5	3	4	5	5	2	5	1	29	1	97	US
P00530	4	3	3	1	4	4	3	2	5	4	29	1	77	US
P00531	4	1	1	1	1	2	4	4	2	1	18	1	53	US
P00532	1	2	5	3	4	5	4	5	5	2	41	1	92	US
P00533	4	1	2	3	4	4	1	3	3	4	22	1	74	US
P00534	5	4	4	5	2	4	4	4	4	1	40	1	92	US
P00535	1	5	4	2	2	4	5	3	5	1	40	1	69	US
P00536	0	3	3	2	0	4	5	2	2	1	65	1	93	US
P00537	5	4	3	4	5	5	5	5	5	5	54	1	93	US
P00538	2	3	5	2	2	3	2	4	4	3	27	1	69	US
P00539	4	4	4	5	5	5	3	0	4	3	39	1	93	US
P00540	4	1	4	4	5	5	4	5	3	5	45	1	93	US
P00541	2	3	4	1	0	5	2	3	5	4	18	1	91	US
P00542	1	5	4	3	4	4	5	5	5	4	37	1	90	US
P00543	5	2	2	2	5	5	2	5	2	3	37	1	74	US
P00544	5	4	4	3	4	2	4	3	4	1	18	1	95	US
P00545	5	3	4	5	5	5	5	5	4	4	58	1	74	US
P00546	5	3	5	2	2	5	4	2	5	1	42	1	97	US
P00547	2	4	3	5	3	5	4	4	5	1	54	1	94	US
P00548	3	1	1	1	1	1	1	1	1	1	32	1	86	US
P00549	4	2	1	5	3	4	2	2	4	2	23	1	86	US
P00550	4	2	1	2	1	4	3	1	3	2	48	1	82	US
P00551	2	1	3	1	2	3	1	2	4	2	18	1	87	US
P00552	5	2	1	1	4	4	4	3	3	2	21	1	82	US
P00553	2	3	1	3	1	5	4	4	1	2	38	1	96	US
P00554	3	1	2	4	5	3	4	3	4	2	33	1	87	US
P00555	5	2	2	4	3	5	2	4	2	2	25	1	86	US
P00556	5	5	4	2	4	5	5	5	5	5	40	1	72	US
P00557	4	1	5	1	1	3	4	3	5	1	23	1	95	US
P00558	3	2	0	4	3	5	4	4	4	1	31	1	93	US
P00559	4	2	2	4	2	4	3	3	2	2	36	1	87	US
P00560	5	4	5	4	4	5	3	4	5	3	30	1	66	US
P00561	2	1	2	2	1	2	3	3	2	1	41	1	92	US
P00562	3	5	4	3	3	5	4	5	3	5	35	1	69	US
P00563	4	4	4	4	4	4	4	3	4	2	48	1	85	US
P00564	3	4	5	1	2	4	4	3	5	2	53	1	91	US
P00565	3	2	2	2	2	5	1	3	2	4	23	1	62	US
P00566	2	3	5	4	4	5	4	2	4	1	35	1	100	US
P00567	1	4	4	2	2	0	4	4	5	1	29	1	89	US
P00568	5	5	5	5	4	4	4	4	5	5	54	1	97	US
P00569	3	2	4	3	5	3	5	4	3	2	32	1	92	US
P00570	3	1	1	2	5	5	2	3	2	2	18	1	94	US
P00571	5	4	2	3	2	5	4	4	5	2	37	1	80	US
P00572	3	5	5	3	3	3	4	4	5	2	31	1	98	US
P00573	4	4	0	2	4	3	4	3	5	2	52	1	94	US
P00574	3	5	4	2	5	4	5	5	5	5	32	1	86	US
P00575	4	1	3	4	1	3	2	2	4	2	42	1	71	US
P00576	3	4	4	3	5	2	5	5	5	2	36	1	90	US
P00577	5	2	4	1	3	5	1	4	1	2	37	1	68	US
P00578	5	5	2	3	4	5	5	3	4	2	59	1	86	US
P00579	5	1	2	3	3	4	3	4	4	2	21	1	96	US
P00580	5	5	4	5	5	5	5	4	4	4	36	1	82	US
P00581	4	3	3	2	3	3	4	3	5	2	44	1	80	US
P00582	5	2	4	1	4	4	2	3	4	5	45	1	93	US
P00583	4	2	2	5	2	4	4	2	4	1	30	1	78	US
P00584	5	5	5	5	3	1	4	2	5	0	41	1	77	US
P00585	4	5	4	2	5	4	4	2	5	3	18	1	90	US
P00586	4	4	4	1	4	4	4	3	5	2	20	1	79	US
P00587	1	1	2	1	4	4	1	1	4	4	37	1	63	US
P00588	4	2	4	4	5	5	3	5	1	5	40	1	99	US
P00589	5	2	1	2	2	5	2	2	2	3	28	1	93	US
P00590	4	4	4	4	4	2	5	2	5	2	39	1	82	US
P00591	4	2	2	3	4	5	4	5	5	3	33	1	90	US
P00592	2	4	2	1	2	4	4	1	5	1	56	1	89	US
P00593	2	4	5	4	5	5	5	3	4	4	29	1	87	US
P00594	5	2	5	2	4	4	2	4	2	2	39	1	77	US
P00595	4	4	5	2	4	5	3	4	5	5	49	1	80	US
P00596	5	2	2	2	4	4	4	4	4	3	42	1	98	US
P00597	0	3	5	3	1	2	2	2	4	3	18	1	85	US
P00598	5	2	5	4	4	5	3	5	5	5	27	1	89	US
P00599	2	1	3	2	3	4	4	1	1	1	28	1	100	US
P00600	2	3	4	2	4	4	5	3	4	4	50	1	92	US
P00601	4	5	5	2	4	5	4	2	4	2	27	1	73	US
P00602	5	5	3	4	3	2	4	4	4	2	29	1	63	US
P00603	2	3	4	4	2	2	4	4	4	1	45	1	88	US
P00604	4	4	2	3	2	5	4	4	4	2	28	1	62	US
P00605	5	4	5	4	4	4	5	5	4	4	35	1	78	US
P00606	5	1	3	2	1	1	2	4	4	1	26	1	87	US
P00607	4	4	5	2	5	4	5	2	5	2	61	1	95	US
P00608	3	3	1	3	5	5	1	3	4	2	26	1	91	US
P00609	4	2	1	4	4	4	4	4	2	2	34	1	79	US
P00610	3	4	4	2	2	4	4	1	5	3	33	1	83	US
P00611	4	4	4	3	4	5	5	5	4	2	45	1	82	US
P00612	3	2	4	3	2	4	3	2	3	1	33	1	79	US
P00613	4	2	4	4	4	2	4	4	4	3	42	1	98	US
P00614	4	2	4	3	4	4	3	4	4	0	18	1	86	US
P00615	4	3	4	3	2	2	5	4	5	5	37	1	86	US
P00616	4	4	2	1	4	5	5	4	4	2	51	1	95	US
P00617	5	1	1	2	4	2	2	1	1	2	30	1	86	US
P00618	4	4	5	1	1	4	4	3	4	1	30	1	86	US
P00619	4	2	2	2	2	5	1	3	3	1	24	1	89	US
P00620	5	4	5	4	5	5	4	5	4	5	36	1	87	US
P00621	4	1	2	3	2	5	1	3	4	1	36	1	97	US
P00622	4	1	2	3	3	5	2	4	2	2	34	1	95	US
P00623	5	0	2	2	5	4	2	5	4	5	35	1	85	US
P00624	5	5	4	5	4	5	5	5	5	2	56	1	66	US
P00625	4	5	5	4	2	4	4	2	5	1	30	1	74	US
P00626	4	3	2	4	2	4	1	5	3	4	42	1	95	US
P00627	5	4	5	3	3	5	4	3	4	2	52	1	91	US
P00628	4	1	3	2	5	3	2	4	2	1	40	1	99	US
P00629	3	2	5	2	3	5	4	5	4	5	35	1	78	US
P00630	5	5	5	3	5	4	5	5	5	5	43	1	91	US
P00631	3	4	3	3	4	4	4	4	0	4	31	1	99	US
P00632	1	4	5	2	4	4	3	4	4	2	29	1	95	US
P00633	2	2	4	2	4	3	5	3	5	2	38	1	89	US
P00634	2	5	3	4	3	4	5	4	4	3	34	1	84	US
P00635	5	2	5	4	4	5	3	5	5	5	35	1	86	US
P00636	2	2	4	4	1	4	4	1	5	1	30	1	62	US
P00637	0	4	5	1	4	0	4	4	4	2	41	1	78	US
P00638	4	5	5	4	3	4	5	3	4	2	31	1	91	US
P00639	3	4	4	3	3	4	4	5	4	4	35	1	90	US
P00640	4	2	4	3	5	5	2	4	5	3	47	1	65	US
P00641	5	4	5	3	4	5	4	4	4	5	20	1	83	US
P00642	4	1	3	3	4	5	2	4	3	3	53	1	74	US
P00643	3	4	4	1	2	4	5	2	2	1	29	1	87	US
P00644	4	4	4	3	4	5	4	4	4	2	28	1	85	US
P00645	4	5	5	2	4	5	4	4	5	4	28	1	78	US
P00646	4	3	4	5	4	5	4	4	5	5	52	1	87	US
P00647	4	5	4	1	5	4	4	5	3	5	38	1	68	US
P00648	4	4	4	4	0	4	4	5	4	4	59	1	68	US
P00649	5	4	4	4	4	5	5	5	4	4	42	1	89	US
P00650	3	4	2	1	3	5	4	5	4	1	38	1	88	US
P00651	4	4	2	2	3	3	2	1	5	1	18	1	97	US
P00652	5	5	4	3	4	5	4	5	4	2	49	1	83	US
P00653	5	4	2	2	4	4	5	2	5	3	19	1	97	US
P00654	5	1	2	4	4	4	3	3	3	1	18	1	82	US
P00655	4	4	4	4	4	5	5	5	5	3	35	1	95	US
P00656	4	5	5	5	5	4	5	4	5	2	58	1	90	US
P00657	3	1	3	2	4	5	4	4	4	2	42	1	56	US
P00658	5	4	4	2	2	5	5	4	5	4	39	1	87	US
P00659	1	2	3	1	2	4	5	3	5	4	24	1	73	US
P00660	2	2	1	2	4	4	3	4	2	3	23	1	75	US
P00661	4	1	2	3	1	3	2	3	2	1	29	1	95	US
P00662	2	1	3	2	1	4	1	2	4	2	37	1	89	US
P00663	1	1	2	2	2	5	2	2	4	1	33	1	90	US
P00664	4	2	1	2	1	4	3	3	4	2	32	1	91	US
P00665	3	3	2	3	4	4	3	2	1	2	39	1	78	US
P00666	4	2	3	2	2	4	1	2	2	1	18	1	89	US
P00667	5	3	4	1	4	5	3	4	4	4	25	1	82	US
P00668	3	1	5	1	2	4	4	4	4	2	36	1	57	US
P00669	4	4	4	5	4	4	5	4	5	2	24	1	86	US
P00670	3	1	4	2	2	4	1	2	4	1	43	1	83	US
P00671	4	5	5	1	4	4	5	3	4	2	34	1	60	US
P00672	5	2	1	3	4	5	4	5	0	4	40	1	91	US
P00673	4	2	5	3	4	5	4	4	4	2	32	1	72	US
P00674	5	2	2	5	5	5	4	4	3	5	60	1	66	US
P00675	3	4	4	4	3	5	4	5	4	4	44	1	97	US
P00676	4	3	5	3	4	4	5	5	5	5	44	1	89	US
P00677	2	2	4	2	4	5	3	3	3	3	23	1	72	US
P00678	5	5	4	3	5	4	5	5	5	5	21	1	92	US
P00679	2	1	1	5	2	2	2	1	3	2	46	1	83	US
P00680	2	2	4	4	4	4	4	4	4	2	33	1	75	US
P00681	5	5	5	3	2	4	4	4	5	4	33	1	94	US
P00682	4	4	4	3	4	5	4	2	5	4	32	1	95	US
P00683	4	3	5	2	4	5	2	4	4	3	41	1	78	US
P00684	2	4	5	5	3	5	5	3	5	4	67	1	73	US
P00685	1	2	5	3	4	5	4	4	2	2	43	1	87	US
P00686	2	4	4	4	3	4	4	2	4	2	36	1	85	US
P00687	3	3	4	4	5	5	4	3	3	3	30	1	99	US
P00688	3	4	4	3	4	5	4	4	3	1	39	1	96	US
P00689	3	4	4	2	5	4	5	2	4	4	32	1	96	US
P00690	4	5	1	3	3	5	4	2	5	1	24	1	97	US
P00691	3	3	4	2	5	5	4	5	4	5	51	1	80	US
P00692	5	2	4	2	4	5	3	4	4	5	43	1	87	US
P00693	4	5	2	2	5	5	4	4	4	1	38	1	94	US
P00694	5	4	5	5	4	5	4	4	5	3	36	1	96	US
P00695	4	5	4	3	2	4	5	2	5	2	30	1	83	US
P00696	4	1	4	2	4	4	4	5	3	1	40	1	98	US
P00697	4	5	4	2	4	4	5	4	4	4	46	1	78	US
P00698	4	4	3	4	5	4	4	3	4	2	55	1	84	US
P00699	4	4	5	4	2	3	3	5	5	3	26	1	93	US
P00700	4	1	3	3	4	4	2	4	1	2	47	1	95	US
P00701	5	4	5	2	4	5	4	2	5	1	39	1	49	US
P00702	5	4	5	5	5	5	1	5	5	5	24	1	98	US
P00703	2	5	4	5	3	5	5	4	3	4	32	1	79	US
P00704	3	4	4	3	3	4	3	4	4	2	25	1	74	US
P00705	4	4	2	2	1	5	3	3	4	4	32	1	79	US
P00706	3	4	4	5	3	5	5	4	5	2	55	1	77	US
P00707	4	4	5	2	4	5	5	2	4	4	33	1	70	US
P00708	5	4	4	5	5	4	4	5	4	5	51	1	78	US
P00709	5	1	2	4	3	5	1	5	0	4	43	1	61	US
P00710	3	4	4	3	1	4	4	3	4	1	39	1	80	US
P00711	4	2	4	5	5	4	3	5	4	5	26	1	98	US
P00712	5	2	1	4	5	4	5	3	3	4	25	1	68	US
P00713	4	4	4	4	4	4	5	5	4	4	45	1	94	US
P00714	5	1	3	2	2	5	3	2	3	1	28	1	88	US
P00715	4	2	2	1	4	5	1	4	4	4	40	1	95	US
P00716	2	4	3	2	1	4	4	4	2	2	35	1	90	US
P00717	4	5	5	5	5	5	5	4	5	4	29	1	95	US
P00718	1	4	3	2	1	3	4	2	4	1	42	1	77	US
P00719	5	5	5	1	2	4	5	2	5	2	36	1	92	US
P00720	4	3	2	4	2	3	2	1	3	1	50	1	94	US
P00721	4	4	2	0	3	5	2	4	4	3	40	1	89	US
P00722	2	2	3	1	3	5	2	3	2	1	24	1	62	US
P00723	4	1	1	3	2	4	2	4	2	3	31	1	90	US
P00724	4	3	3	2	2	4	4	5	4	2	39	1	80	US
P00725	4	5	3	4	4	5	5	3	5	4	31	1	70	US
P00726	1	2	1	1	2	2	3	1	2	1	63	1	90	US
P00727	2	4	2	1	3	4	2	3	3	4	39	1	76	US
P00728	5	5	5	5	5	4	3	5	4	4	48	1	75	US
P00729	5	4	5	2	1	3	4	4	3	1	53	1	85	US
P00730	0	2	2	2	4	4	1	2	4	3	59	1	95	US
P00731	5	5	0	4	2	4	4	5	4	2	42	1	85	US
P00732	5	2	5	1	2	4	2	3	5	1	38	1	88	US
P00733	2	4	4	2	2	0	4	2	4	2	36	1	97	US
P00734	4	4	4	4	5	5	5	4	5	5	46	1	97	US
P00735	3	4	2	4	5	5	3	4	4	5	22	1	96	US
P00736	2	1	1	3	1	2	2	2	2	1	33	1	87	US
P00737	5	4	3	2	3	4	4	5	4	4	43	1	70	US
P00738	1	1	1	1	2	4	2	1	1	1	46	1	61	US
P00739	5	4	4	5	5	5	3	4	5	5	30	1	82	US
P00740	5	3	4	5	4	3	5	4	5	5	18	1	88	US
P00741	5	2	5	4	3	5	4	0	5	4	33	1	84	US
P00742	3	3	4	2	2	4	4	2	4	1	41	1	87	US
P00743	5	1	2	1	2	2	1	2	2	2	32	1	95	US
P00744	5	3	2	3	4	3	4	4	1	4	62	1	83	US
P00745	5	4	4	2	4	4	5	4	4	1	29	1	91	US
P00746	4	4	5	4	4	4	4	4	4	1	22	1	91	US
P00747	5	4	4	2	5	5	2	4	3	5	26	1	92	US
P00748	4	3	4	2	3	5	4	4	4	5	44	1	83	US
P00749	4	2	2	3	2	5	4	2	4	1	46	1	91	US
P00750	5	1	4	4	3	5	1	5	4	1	47	1	72	US
P00751	3	4	2	5	5	5	3	4	5	5	44	1	80	US
P00752	5	5	5	5	5	5	4	5	5	5	28	1	95	US
P00753	4	2	1	2	3	4	2	4	4	2	33	1	63	US
P00754	4	5	4	2	3	4	2	3	4	2	34	1	60	US
P00755	5	4	5	2	4	5	4	5	5	4	18	1	80	US
P00756	2	2	4	4	4	3	3	2	2	2	43	1	95	US
P00757	4	2	4	1	4	5	3	3	4	5	45	1	96	US
P00758	3	4	3	2	1	3	4	2	4	2	23	1	66	US
P00759	5	4	5	2	3	4	4	5	4	5	44	1	80	US
P00760	4	5	0	4	2	2	4	2	4	1	24	1	91	US
P00761	4	3	4	4	2	3	4	2	4	4	29	1	76	US
P00762	3	4	3	4	4	5	4	3	5	4	43	1	98	US
P00763	4	5	5	1	2	4	5	2	5	2	20	1	74	US
P00764	2	2	1	5	5	5	2	4	5	5	28	1	83	US
P00765	3	3	5	3	3	5	2	2	3	2	49	1	60	US
P00766	1	4	2	2	3	1	4	1	4	1	41	1	99	US
P00767	1	5	5	2	3	5	4	2	0	1	45	1	54	US
P00768	5	4	4	2	3	5	5	5	5	4	37	1	91	US
P00769	4	4	5	1	3	4	3	2	5	2	28	1	88	US
P00770	4	4	5	2	3	5	4	3	2	3	32	1	99	US
P00771	3	4	1	5	2	4	3	4	4	4	47	1	65	US
P00772	4	5	0	5	3	3	4	3	5	2	39	1	79	US
P00773	4	4	4	2	1	4	2	2	4	2	28	1	89	US
P00774	2	1	1	2	3	1	4	2	3	2	23	1	95	US
P00775	5	4	5	3	5	4	5	4	5	3	33	1	62	US
P00776	3	5	4	4	5	3	2	5	3	2	34	1	86	US
P00777	5	3	4	5	4	5	4	2	4	5	25	1	61	US
P00778	4	1	1	1	4	4	3	5	4	1	42	1	69	US
P00779	5	1	3	3	2	5	1	3	3	2	27	1	68	US
P00780	5	2	2	4	5	4	4	4	5	5	26	1	96	US
P00781	1	4	4	4	5	5	4	4	3	3	28	1	86	US
P00782	5	4	0	3	4	5	5	5	4	2	31	1	90	US
P00783	4	4	4	3	1	3	4	4	4	4	20	1	76	US
P00784	5	1	4	2	4	5	4	4	4	4	51	1	92	US
P00785	4	3	2	2	4	5	3	4	5	4	45	1	71	US
P00786	4	2	4	0	4	4	4	4	4	4	47	1	82	US
P00787	4	1	3	3	4	4	2	4	2	2	39	1	87	US
P00788	4	4	3	4	5	5	3	4	4	4	49	1	94	US
P00789	4	4	3	2	4	4	3	5	4	5	39	1	82	US
P00790	2	1	2	3	4	5	3	4	3	1	42	1	88	US
P00791	0	1	4	4	4	3	2	5	2	2	34	1	80	US
P00792	5	2	3	3	4	4	4	5	4	5	36	1	91	US
P00793	4	4	5	4	5	5	2	4	5	3	51	1	86	US
P00794	2	3	4	4	4	5	4	5	3	2	39	1	83	US
P00795	4	4	5	1	1	4	3	2	5	4	31	1	87	US
P00796	5	4	3	4	3	4	5	4	5	2	26	1	92	US
P00797	4	1	1	1	2	4	1	3	3	2	33	1	79	US
P00798	3	3	3	5	2	1	4	2	2	3	42	1	95	US
P00799	5	2	4	3	3	4	4	4	3	5	45	1	83	US
P00800	1	1	1	4	1	4	1	1	4	1	37	1	68	US
P00801	1	3	5	4	2	5	2	4	3	3	38	1	83	US
P00802	4	1	4	1	3	4	2	5	2	1	53	1	80	US
P00803	5	2	4	0	2	3	2	5	4	4	37	1	92	US
P00804	5	4	5	2	4	3	5	4	4	4	39	1	87	US
P00805	4	3	5	1	3	4	4	4	5	4	27	1	74	US
P00806	5	4	3	3	3	5	4	2	4	2	46	1	87	US
P00807	4	2	3	5	4	0	4	5	4	2	40	1	97	US
P00808	1	1	5	2	2	4	4	1	1	2	52	1	88	US
P00809	5	2	1	4	4	4	4	4	2	3	32	1	82	US
P00810	4	4	4	2	4	4	5	4	4	2	41	1	96	US
P00811	5	4	4	1	3	5	3	4	5	2	33	1	73	US
P00812	2	4	5	3	1	4	3	1	4	1	39	1	74	US
P00813	3	5	2	4	2	4	4	4	4	2	35	1	66	US
P00814	1	2	3	4	2	4	4	3	1	2	28	1	90	US
P00815	4	2	4	2	4	4	2	3	4	2	53	1	94	US
P00816	5	4	4	2	3	4	4	4	4	4	48	1	90	US
P00817	4	4	2	1	4	4	4	5	5	2	37	1	83	US
P00818	5	1	2	2	1	1	4	2	3	1	33	1	84	US
P00819	5	4	4	3	2	4	5	4	4	2	38	1	83	US
P00820	2	3	4	5	4	5	3	3	3	2	57	1	48	US
P00821	5	4	5	1	3	5	5	3	5	2	54	1	67	US
P00822	5	5	2	4	3	5	4	5	4	1	39	1	60	US
P00823	3	3	4	4	3	4	4	4	4	2	22	1	94	US
P00824	4	2	3	3	2	1	2	2	2	1	53	1	85	US
P00825	4	2	1	2	4	3	3	4	4	1	21	1	79	US
P00826	2	3	1	4	3	5	2	2	4	4	41	1	82	US
P00827	4	4	2	1	3	5	3	5	4	2	39	1	90	US
P00828	5	3	1	2	5	5	3	5	5	5	20	1	86	US
P00829	4	4	4	3	4	4	4	4	3	2	18	1	87	US
P00830	5	4	4	3	4	4	4	4	4	3	37	1	92	US
P00831	5	2	1	2	4	5	2	5	2	1	49	1	82	US
P00832	5	2	4	4	2	4	4	2	4	1	42	1	80	US
P00833	4	4	5	4	2	2	4	2	5	3	18	1	91	US
P00834	4	1	2	2	4	5	2	4	1	2	26	1	94	US
P00835	4	4	4	5	2	4	5	3	4	4	36	1	79	US
P00836	3	5	5	4	3	5	5	4	5	4	18	1	81	US
P00837	4	1	4	5	5	4	4	5	5	5	40	1	93	US
P00838	5	3	4	1	4	4	3	3	2	2	20	1	91	US
P00839	5	5	5	5	2	4	4	2	5	4	22	1	88	US
P00840	4	4	4	2	2	5	3	4	5	1	44	1	86	US
P00841	5	3	4	3	5	5	4	0	5	5	44	1	74	US
P00842	3	2	1	2	3	5	4	4	3	1	18	1	66	US
P00843	4	1	2	1	4	5	4	5	4	3	32	1	97	US
P00844	2	3	1	2	1	4	4	1	3	2	46	1	69	US
P00845	1	0	2	3	0	3	3	4	3	1	21	1	71	US
P00846	5	4	3	5	5	5	5	5	4	2	46	1	92	US
P00847	4	3	5	4	5	4	4	2	4	3	34	1	86	US
P00848	5	5	4	4	5	4	5	5	4	5	30	1	75	US
P00849	5	4	5	2	1	4	4	2	5	0	37	1	88	US
P00850	5	5	5	3	0	5	4	3	2	4	18	1	98	US
P00851	4	1	4	4	2	3	2	1	3	1	26	1	99	US
P00852	5	5	4	2	4	5	5	5	4	4	32	1	87	US
P00853	4	3	5	4	5	5	3	4	3	2	29	1	62	US
P00854	3	2	5	2	4	5	4	4	4	3	18	1	77	US
P00855	4	4	4	1	3	4	4	3	5	4	33	1	74	US
P00856	4	1	2	2	2	5	2	2	2	3	42	1	79	US
P00857	3	1	4	4	5	5	4	5	4	4	23	1	98	US
P00858	3	4	4	5	2	4	2	2	3	1	25	1	95	US
P00859	2	1	1	2	3	4	1	1	2	1	48	1	94	US
P00860	4	4	3	2	2	3	3	2	5	2	42	1	86	US
P00861	3	1	2	1	2	4	2	1	2	1	26	1	77	US
P00862	5	1	5	4	3	4	4	5	5	4	33	1	98	US
P00863	5	3	4	3	5	5	1	5	4	4	26	1	94	US
P00864	4	2	2	2	4	4	5	2	4	2	34	1	76	US
P00865	5	3	4	4	5	5	4	2	5	4	43	1	87	US
P00866	4	1	4	3	2	5	2	2	2	2	38	1	75	US
P00867	1	2	3	1	2	4	2	1	4	1	43	1	98	US
