participant_id	CAT01	CAT02	CAT03	CAT04	CAT05	CAT06	CAT07	CAT08	CAT09	CAT10	CAT11	CAT12	CAT13	CAT14	CAT15	CAT16	CAT17	CAT18	CAT19	CAT20
C00313	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0
C00314	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0
C00315	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C00316	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0
C00317	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0
C00318	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0
C00319	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
C00320	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C00321	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0
C00322	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
C00323	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0
C00324	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0
C00325	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0
C00326	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0
C00327	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C00328	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0
C00329	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
C00330	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0
C00331	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C00332	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0
C00333	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0
C00334	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
C00335	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0
C00336	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
C00337	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
C00338	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00339	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0
C00340	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1
C00341	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1
C00342	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0
C00343	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0
C00344	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
C00345	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0
C00346	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
C00347	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0
C00348	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0
C00349	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0
C00351	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
C00352	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0
C00353	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0
C00354	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C00355	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0
C00356	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0
C00357	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0
C00358	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	0	1
C00359	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0
C00360	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C00361	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C00362	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0
C00363	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1
C00364	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
C00365	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
C00366	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00367	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00368	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0
C00369	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0
C00370	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1
C00371	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
C00372	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0
C00373	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00374	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0
C00375	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0
C00376	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C00377	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
C00378	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
C00379	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C00380	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1
C00381	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0
C00382	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0
C00383	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00384	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0
C00385	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C00386	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0
C00387	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0
C00388	0	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0
C00389	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
C00390	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0
C00391	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1
C00392	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0
C00393	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0
C00394	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
C00395	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0
C00396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1
C00397	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0
C00398	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0
C00399	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
C00400	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
C00401	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1
C00402	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
C00403	1	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0
C00404	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
C00405	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0
C00406	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
C00407	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0
C00408	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
C00409	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C00410	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C00411	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
C00412	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C00413	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0
C00414	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0
C00415	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1
C00416	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C00417	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C00418	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C00419	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
C00420	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0
C00421	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C00422	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C00423	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C00424	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0
C00425	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0
C00426	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0
C00427	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0
C00428	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0
C00429	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0
C00430	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0
C00431	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
C00432	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C00433	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0
C00434	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0
C00435	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0
C00436	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
C00437	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1
C00438	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0
C00439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0
C00440	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1
C00441	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1
C00442	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0
C00443	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C00444	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0
C00445	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
C00446	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C00447	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0
C00448	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
C00449	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C00450	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0
C00451	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0
C00452	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
C00453	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0
C00454	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C00455	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1
C00456	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C00457	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1
C00458	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
C00459	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
C00460	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
C00461	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0
C00462	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0
C00463	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0
C00464	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C00465	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00466	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1
C00467	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1
C00468	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0
C00469	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C00470	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
C00471	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0
C00472	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
C00473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
C00474	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0
C00475	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0
C00476	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0
C00477	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0
C00478	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0
C00479	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
C00480	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0
C00481	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0
C00482	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
C00483	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0
C00484	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0
C00485	1	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0
C00486	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00487	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C00488	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
C00489	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1
C00490	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C00491	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0
C00492	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
C00493	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0
C00494	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
C00495	1	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0
C00496	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0
C00497	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0
C00498	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1
C00499	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0
C00500	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C00501	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C00502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00503	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
C00504	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0
C00505	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
C00506	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00507	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
C00508	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0
C00509	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
C00510	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
C00511	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
C00512	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0
C00513	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1
C00514	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C00515	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C00516	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
C00517	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C00518	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C00519	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0
C00520	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00521	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0
C00522	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0
C00523	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
C00524	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0
C00525	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
C00526	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00527	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0
C00528	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C00529	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00530	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0
C00531	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0
C00532	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0
C00533	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C00534	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0
C00535	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
C00536	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
C00537	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0
C00538	1	1	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0
C00539	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
C00540	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0
C00541	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0
C00542	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0
C00543	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0
C00544	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0
C00545	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
C00546	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C00547	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0
C00548	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0
C00549	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
C00550	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0
C00551	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0
C00552	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0
C00553	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
C00554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
C00555	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0
C00556	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1
C00557	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0
C00558	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
C00559	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0
C00560	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
C00561	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1
C00562	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
C00563	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C00564	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00565	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
C00566	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0
C00567	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0
C00568	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0
C00569	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0
C00570	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0
C00571	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
C00572	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0
C00573	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00574	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0
C00575	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0
C00576	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
C00577	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0
C00578	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C00579	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0
C00580	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0
C00581	0	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1
C00582	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0
C00583	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1
C00584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
C00585	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00586	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00587	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1
C00588	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
C00589	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0
C00590	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
C00591	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
C00592	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0
C00593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
C00594	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C00595	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0
C00596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0
C00597	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0
C00598	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0
C00599	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0
C00600	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0
C00601	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1
C00602	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
C00603	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
C00604	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
C00605	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0
C00606	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
C00607	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
C00608	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0
C00609	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0
C00610	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
C00611	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C00612	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0
C00613	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0
C00614	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0
C00615	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0
C00616	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C00617	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0
C00618	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C00619	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0
C00620	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
C00621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0
C00622	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
C00623	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0
C00624	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1
C00625	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0
C00626	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0
C00627	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
