session_id	device_family	completion_band	response_quality_band
S000463	device_0287	ordinary	typical
S002169	device_1365	ordinary	typical
S001030	device_0271	repeatable	typical
S012610	device_0950	ordinary	typical
S012650	device_0721	ordinary	typical
S002551	device_1849	ordinary	typical
S001450	device_2392	repeatable	high
S002562	device_2282	ordinary	typical
S007241	device_2503	ordinary	typical
S003612	device_0584	ordinary	typical
S001043	device_0469	repeatable	typical
S012118	device_0523	ordinary	typical
S001613	device_2915	ordinary	typical
S000111	device_1995	ordinary	typical
S009745	device_1298	ordinary	typical
S002856	device_0821	ordinary	high
S008134	device_0980	ordinary	typical
S001708	device_0204	ordinary	typical
S001728	device_0386	ordinary	typical
S000068	device_0804	repeatable	high
S002193	device_1655	ordinary	typical
S003496	device_2579	repeatable	high
S010368	device_1543	repeatable	high
S003923	device_2191	repeatable	high
S008826	device_2567	repeatable	typical
S007937	device_0840	ordinary	typical
S000516	device_1843	ordinary	low
S003823	device_1475	repeatable	high
S004140	device_1024	ordinary	typical
S006757	device_1683	ordinary	typical
S003962	device_0581	ordinary	typical
S001691	device_2031	ordinary	typical
S006496	device_0685	ordinary	typical
S009196	device_0342	ordinary	typical
S000539	device_1296	ordinary	typical
S011794	device_1121	ordinary	typical
S002511	device_2882	ordinary	typical
S005803	device_2185	repeatable	typical
S007874	device_0792	ordinary	high
S007554	device_1116	repeatable	high
S009975	device_1210	repeatable	high
S005031	device_3138	repeatable	high
S008818	device_0060	repeatable	high
S005219	device_2446	repeatable	high
S011577	device_1359	ordinary	typical
S001353	device_3147	repeatable	typical
S003227	device_0137	ordinary	typical
S008481	device_2964	ordinary	low
S012050	device_1271	repeatable	high
S000891	device_0175	repeatable	high
S000079	device_0862	ordinary	high
S002905	device_3141	ordinary	typical
S002199	device_2501	ordinary	typical
S011309	device_0930	ordinary	typical
S009949	device_2083	ordinary	low
S011253	device_1605	ordinary	typical
S007148	device_3288	ordinary	typical
S010928	device_1134	repeatable	typical
S005147	device_2828	ordinary	typical
S005913	device_0072	repeatable	high
S007729	device_2792	ordinary	typical
S008577	device_2491	repeatable	high
S012628	device_1699	repeatable	high
S002319	device_1548	ordinary	typical
S004495	device_0330	repeatable	typical
S012117	device_3356	ordinary	high
S009286	device_2651	ordinary	high
S005458	device_1495	ordinary	typical
S002529	device_0545	ordinary	high
S004990	device_1300	ordinary	low
S012384	device_1181	ordinary	typical
S011105	device_3511	repeatable	high
S002430	device_0488	repeatable	high
S009268	device_1788	ordinary	typical
S001850	device_1089	repeatable	typical
S008139	device_0227	ordinary	typical
S010840	device_0333	ordinary	typical
S003378	device_2842	repeatable	high
S000949	device_2664	ordinary	typical
S003957	device_2488	ordinary	typical
S011693	device_0390	ordinary	typical
S010952	device_0109	ordinary	typical
S007243	device_2768	ordinary	typical
S002758	device_0620	repeatable	high
S009996	device_2757	ordinary	typical
S000527	device_3463	ordinary	typical
S011222	device_1602	ordinary	typical
S009962	device_0420	ordinary	high
S003972	device_2080	ordinary	typical
S012103	device_0917	ordinary	typical
S005606	device_0706	repeatable	low
S009152	device_2087	repeatable	high
S004758	device_1352	ordinary	typical
S012159	device_1565	repeatable	high
S001656	device_3592	ordinary	typical
S003441	device_1134	ordinary	high
S001340	device_2318	ordinary	typical
S008871	device_1699	ordinary	typical
S010464	device_0816	ordinary	typical
S010276	device_1987	ordinary	typical
S006422	device_1773	repeatable	high
S008782	device_0792	ordinary	typical
S002055	device_1368	ordinary	high
S008181	device_1084	ordinary	typical
S010321	device_0760	ordinary	typical
S009430	device_3567	ordinary	typical
S009305	device_1374	ordinary	high
S011125	device_1231	repeatable	high
S000415	device_2146	ordinary	typical
S009440	device_2015	ordinary	typical
S011742	device_2334	repeatable	high
S003532	device_2438	repeatable	typical
S002141	device_2925	ordinary	typical
S001075	device_2202	ordinary	typical
S000537	device_3125	repeatable	high
S008778	device_2512	ordinary	high
S011831	device_0278	ordinary	high
S008124	device_0664	repeatable	high
S000225	device_0194	repeatable	high
S004336	device_2892	repeatable	high
S003004	device_1557	repeatable	high
S002667	device_1890	ordinary	high
S011128	device_1770	ordinary	typical
S011079	device_1064	ordinary	high
S003463	device_1559	ordinary	typical
S012031	device_2771	ordinary	typical
S009467	device_3535	ordinary	high
S001928	device_3215	ordinary	typical
S000461	device_1098	ordinary	typical
S011297	device_1001	ordinary	typical
S005694	device_0816	ordinary	typical
S003741	device_2286	ordinary	high
S009643	device_0830	ordinary	typical
S008930	device_2617	ordinary	typical
S010891	device_0606	ordinary	high
S010062	device_0862	ordinary	typical
S000254	device_2359	ordinary	typical
S009912	device_2850	ordinary	typical
S006344	device_3422	ordinary	typical
S008954	device_1762	ordinary	typical
S005927	device_1215	repeatable	high
S011916	device_2345	ordinary	typical
S005138	device_1901	ordinary	typical
S008802	device_3261	ordinary	high
S006535	device_2182	ordinary	typical
S000471	device_1653	ordinary	high
S009522	device_0629	ordinary	typical
S006560	device_0306	ordinary	typical
S001504	device_2948	ordinary	typical
S002491	device_0243	ordinary	typical
S004526	device_1567	repeatable	high
S004474	device_2591	ordinary	typical
S012796	device_3598	ordinary	typical
S005275	device_0999	repeatable	high
S000674	device_2379	ordinary	high
S000323	device_1014	repeatable	typical
S007676	device_2481	ordinary	typical
S001090	device_2555	ordinary	typical
S005400	device_0681	ordinary	high
S012065	device_0894	repeatable	high
S000341	device_0004	ordinary	high
S001986	device_2400	ordinary	typical
S007335	device_1303	repeatable	high
S005898	device_1634	ordinary	low
S004052	device_1473	ordinary	typical
S009062	device_3143	repeatable	high
S002239	device_1532	ordinary	typical
S004144	device_1389	ordinary	typical
S000740	device_0098	ordinary	typical
S011420	device_0038	repeatable	high
S003738	device_2857	repeatable	high
S004745	device_2236	repeatable	low
S003229	device_1162	ordinary	typical
S000092	device_0251	ordinary	low
S011699	device_0491	ordinary	typical
S002064	device_1637	ordinary	typical
S011277	device_1876	ordinary	typical
S004026	device_3387	ordinary	high
S001978	device_3106	repeatable	typical
S009214	device_2042	ordinary	typical
S000149	device_3063	ordinary	typical
S010050	device_0918	ordinary	typical
S010718	device_3442	ordinary	typical
S001654	device_0511	repeatable	high
S008133	device_0143	ordinary	high
S011136	device_0007	ordinary	high
S009396	device_1745	repeatable	typical
S011375	device_2342	ordinary	typical
S010146	device_2699	repeatable	high
S008076	device_0200	ordinary	typical
S005521	device_1698	repeatable	high
S001210	device_0258	repeatable	typical
S012901	device_0970	repeatable	high
S009367	device_0952	repeatable	typical
S011192	device_0973	ordinary	typical
S009384	device_1613	ordinary	typical
S006731	device_3552	ordinary	low
S001915	device_1034	ordinary	high
S007880	device_3547	ordinary	typical
S000029	device_3280	ordinary	typical
S005700	device_0133	ordinary	typical
S011734	device_2169	repeatable	high
S000071	device_0152	ordinary	typical
S012325	device_0631	ordinary	typical
S011164	device_2267	ordinary	typical
S012828	device_0360	ordinary	typical
S010683	device_2558	ordinary	typical
S004438	device_1974	ordinary	typical
S005509	device_1538	ordinary	typical
S001245	device_2874	ordinary	typical
S010736	device_2247	ordinary	typical
S012772	device_1779	ordinary	typical
S006391	device_1569	repeatable	high
S010084	device_3135	ordinary	typical
S004421	device_0790	repeatable	typical
S007065	device_0829	ordinary	high
S004153	device_2517	ordinary	typical
S010267	device_1812	ordinary	typical
S002643	device_1872	repeatable	high
S001679	device_2208	repeatable	typical
S005762	device_3548	ordinary	typical
S003447	device_1650	ordinary	typical
S005837	device_0068	ordinary	high
S002851	device_0645	ordinary	typical
S011468	device_0794	ordinary	high
S009204	device_1860	ordinary	typical
S012216	device_0006	repeatable	typical
S002375	device_2242	ordinary	typical
S001511	device_2026	repeatable	high
S009407	device_1987	ordinary	high
S005738	device_2952	ordinary	typical
S001074	device_0443	ordinary	high
S005658	device_2615	ordinary	typical
S002432	device_3286	repeatable	typical
S003729	device_1779	ordinary	typical
S012281	device_0877	ordinary	low
S000094	device_0922	ordinary	typical
S002351	device_3432	repeatable	typical
S002914	device_3113	repeatable	high
S002878	device_1335	ordinary	high
S005107	device_0911	ordinary	high
S006399	device_0064	ordinary	typical
S003281	device_3566	ordinary	typical
S000698	device_1126	ordinary	high
S003582	device_3597	ordinary	typical
S010187	device_1705	repeatable	high
S008533	device_3081	repeatable	high
S007288	device_2045	ordinary	low
S006359	device_3021	ordinary	typical
S001058	device_2534	repeatable	low
S005587	device_0406	ordinary	typical
S006989	device_1973	ordinary	typical
S005057	device_3368	repeatable	high
S000392	device_1631	repeatable	typical
S011878	device_0517	repeatable	typical
S007082	device_0382	repeatable	typical
S005007	device_0562	ordinary	typical
S007622	device_0686	repeatable	high
S008053	device_2471	repeatable	high
S003437	device_3214	ordinary	typical
S005526	device_1138	ordinary	typical
S003400	device_2532	ordinary	high
S008476	device_0442	ordinary	typical
S012114	device_0347	repeatable	typical
S009615	device_1804	ordinary	typical
S012767	device_2752	ordinary	typical
S010915	device_0851	repeatable	high
S006523	device_0033	repeatable	high
S001431	device_2199	ordinary	typical
S009226	device_2091	ordinary	typical
S001635	device_2593	ordinary	low
S012365	device_2012	ordinary	typical
S002160	device_2093	repeatable	high
S004932	device_0983	repeatable	typical
S005392	device_3169	repeatable	typical
S009593	device_1695	repeatable	high
S006354	device_2893	repeatable	high
S010281	device_1526	ordinary	typical
S004142	device_1069	ordinary	typical
S002306	device_1738	repeatable	typical
S000899	device_2414	repeatable	high
S006189	device_1743	ordinary	typical
S003850	device_2012	ordinary	low
S011357	device_3052	ordinary	high
S012167	device_2868	ordinary	typical
S005902	device_0312	ordinary	typical
S012483	device_0655	ordinary	typical
S000785	device_3316	ordinary	low
S002042	device_2354	ordinary	typical
S005406	device_1150	repeatable	typical
S004083	device_3581	ordinary	high
S000455	device_3220	ordinary	high
S003509	device_1164	repeatable	typical
S011782	device_1908	ordinary	typical
S012871	device_0821	ordinary	typical
S010172	device_3126	ordinary	typical
S011754	device_0988	ordinary	typical
S004905	device_0623	ordinary	typical
S008971	device_1627	ordinary	typical
S004955	device_1711	ordinary	typical
S006424	device_3009	repeatable	high
S003427	device_3186	repeatable	high
S004851	device_3228	ordinary	typical
S007458	device_0532	ordinary	typical
S008391	device_0926	ordinary	high
S008684	device_0176	repeatable	typical
S005943	device_0009	ordinary	typical
S002144	device_0504	ordinary	typical
S006832	device_3457	repeatable	high
S008417	device_1933	ordinary	high
S011196	device_0070	repeatable	typical
S009846	device_2544	repeatable	typical
S000153	device_2924	repeatable	typical
S003973	device_1218	repeatable	low
S009061	device_3385	ordinary	typical
S012696	device_2920	repeatable	typical
S002903	device_1485	repeatable	typical
S001897	device_0090	repeatable	high
S007061	device_3069	ordinary	typical
S001609	device_0935	repeatable	high
S000727	device_0800	repeatable	high
S012523	device_0498	ordinary	typical
S002368	device_0286	ordinary	low
S004788	device_0343	ordinary	high
S007734	device_2010	repeatable	typical
S008946	device_2636	repeatable	high
S005216	device_0450	ordinary	typical
S004682	device_1081	ordinary	high
S004423	device_0189	repeatable	typical
S011249	device_0807	ordinary	typical
S006456	device_0274	repeatable	typical
S009105	device_0196	ordinary	low
S008365	device_2031	repeatable	high
S004571	device_3197	ordinary	typical
S008920	device_3421	ordinary	low
S000264	device_1186	repeatable	high
S005698	device_0002	ordinary	low
S006584	device_1888	repeatable	typical
S008049	device_3459	repeatable	typical
S009189	device_0081	ordinary	typical
S008447	device_0170	repeatable	typical
S011046	device_3525	ordinary	typical
S009916	device_0898	ordinary	typical
S006130	device_2560	ordinary	typical
S002646	device_3129	repeatable	typical
S009699	device_0230	repeatable	high
S005460	device_2329	repeatable	high
S009499	device_2404	repeatable	low
S001820	device_2818	ordinary	typical
S002415	device_1936	repeatable	high
S006133	device_1841	ordinary	high
S008547	device_2933	ordinary	typical
S002933	device_2508	ordinary	typical
S009124	device_2244	repeatable	high
S009908	device_1286	ordinary	typical
S008273	device_2456	ordinary	typical
S005985	device_1086	ordinary	typical
S006449	device_2929	ordinary	typical
S007206	device_1560	ordinary	typical
S007790	device_1402	ordinary	high
S012283	device_1815	repeatable	typical
S003268	device_2128	ordinary	typical
S001631	device_2033	repeatable	high
S003261	device_2449	ordinary	typical
S010317	device_3316	ordinary	low
S011245	device_3259	repeatable	high
S007038	device_2589	repeatable	typical
S001404	device_0290	ordinary	low
S000078	device_0356	ordinary	typical
S007270	device_0884	ordinary	low
S004426	device_2926	repeatable	typical
S000507	device_1164	repeatable	high
S000809	device_1077	ordinary	typical
S006405	device_2763	ordinary	high
S009527	device_3044	ordinary	typical
S012094	device_1388	ordinary	typical
S004095	device_0470	ordinary	typical
S004725	device_1243	ordinary	typical
S008017	device_0665	repeatable	high
S010873	device_3346	ordinary	typical
S007690	device_0691	ordinary	high
S009093	device_2715	repeatable	high
S006224	device_2124	ordinary	typical
S009772	device_1532	repeatable	high
S002568	device_2764	ordinary	low
S011941	device_1820	ordinary	typical
S002295	device_3389	ordinary	typical
S007618	device_0531	ordinary	high
S002082	device_0940	ordinary	typical
S008809	device_0267	ordinary	typical
S000625	device_0198	repeatable	high
S004022	device_1027	ordinary	typical
S001929	device_1650	ordinary	typical
S002710	device_0626	ordinary	typical
S008743	device_0562	repeatable	typical
S009833	device_0828	ordinary	typical
