participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	gender	behavior
T00392	5	5	5	3	5	4	5	4	4	4	1	-0.0613764519122143
T00393	2	3	4	2	4	4	1	2	4	4	2	0.421396665159978
T00394	4	5	5	3	5	4	5	5	5	5	2	0.19821564617658827
T00395	4	1	2	2	4	5	2	2	3	1	1	0.06489918356897262
T00396	4	4	0	4	0	0	4	4	4	3	2	-0.21570651486779113
T00397	5	2	4	4	3	4	3	4	5	4	2	1.5292009996591251
T00398	3	1	4	5	4	5	3	4	5	2	2	0.019019604027003367
T00399	5	4	0	3	5	4	4	4	5	2	1	0.45551291546889994
T00400	3	4	3	3	2	5	4	4	5	4	2	0.20573729115984052
T00401	5	5	5	5	5	5	4	3	3	5	1	1.0949701829767262
T00402	4	2	4	3	4	3	4	3	5	3	2	0.27803265699377017
T00403	5	4	5	4	4	4	5	4	5	2	2	2.0548519268090253
T00404	5	4	5	5	4	5	4	4	4	0	2	1.1366663795564698
T00405	4	3	3	4	2	5	4	5	4	2	2	0.6304009390625996
T00406	5	4	4	4	5	5	5	5	5	2	2	1.0804548215107284
T00407	3	4	4	5	4	4	4	4	3	3	2	-0.07345354839630347
T00408	5	1	2	2	2	4	3	2	4	1	1	-0.32627400648710264
T00409	5	5	5	5	4	5	5	5	5	4	2	0.5757558238148668
T00410	1	3	2	2	4	4	3	2	5	3	1	-1.107619322615816
T00411	4	5	4	2	4	3	2	3	2	3	2	0.08998654852692983
T00412	5	1	2	1	2	4	2	1	2	2	1	-0.4788939453885185
T00413	5	2	4	2	2	2	3	3	4	2	2	-0.7740053725354649
T00414	5	3	5	1	2	4	4	4	5	4	1	0.5441111576610063
T00415	3	5	4	3	2	4	4	4	4	2	2	0.806267781436061
T00416	4	4	4	4	5	2	4	2	0	2	2	-0.07240407296401458
T00417	5	5	5	3	5	5	5	5	5	5	2	0.7765117918556386
T00418	3	4	4	4	4	3	5	4	5	4	2	0.9146497090473569
T00419	3	1	2	1	1	5	2	2	3	1	1	-1.3016977304558686
T00420	5	5	2	4	4	5	5	5	5	0	2	1.5666457465426828
T00421	5	4	4	2	5	5	5	4	4	2	2	1.4016548561097673
T00422	0	3	4	4	4	5	4	4	5	2	2	0.1180255891115129
T00423	3	4	4	4	2	2	3	2	4	4	1	-0.6222949968650355
T00424	3	5	4	4	3	4	4	3	4	3	1	0.6928107252182212
T00425	5	1	2	3	2	4	2	5	3	4	1	-0.33499707668387535
T00426	5	5	4	5	3	5	4	4	5	2	2	1.1471072031881326
T00427	3	2	5	2	4	5	4	5	2	1	1	-0.32353594557897686
T00428	4	4	5	4	3	5	4	5	5	2	1	0.5344631887534976
T00429	5	2	5	2	5	4	4	3	4	2	2	0.18572848763469169
T00430	3	5	4	3	5	4	4	4	4	4	1	-0.2283040773062657
T00431	2	2	4	2	4	4	1	2	3	4	1	-0.14247045966497596
T00432	4	3	4	1	4	3	5	4	5	0	2	0.8383037242192626
T00433	5	5	5	4	4	5	4	4	4	5	2	0.5806747780065115
T00434	4	5	4	5	5	4	5	5	5	5	1	1.8421778660004777
T00435	2	1	2	1	2	3	1	2	1	1	1	-1.1645796927157894
T00436	2	1	2	1	2	2	2	1	2	1	1	-0.3231519666314826
T00437	4	3	2	2	2	4	4	2	4	2	1	-1.6746134620418236
T00438	2	2	2	2	3	3	4	2	4	1	2	0.2026239430108946
T00439	4	4	4	2	2	5	3	2	4	2	1	-0.020727995807433203
T00440	5	4	5	5	5	5	5	5	5	4	2	0.9774122263481335
T00441	5	3	4	3	4	5	3	4	5	2	2	-1.0840648165445999
T00442	3	4	5	4	4	5	5	2	4	1	1	1.5513329090440688
T00443	1	2	5	2	2	5	4	4	2	2	1	-0.11918406841021015
T00444	3	5	4	2	2	4	3	2	4	2	2	0.2330670794369029
T00445	4	2	1	4	3	5	4	2	4	3	1	0.4021124081351089
T00446	5	2	4	2	3	4	4	4	5	2	1	0.5899344349060762
T00447	4	3	5	4	4	5	4	5	5	4	2	2.1707049170250543
T00448	5	4	5	3	5	5	4	5	5	4	2	1.6690052069713217
T00449	3	2	2	3	2	4	4	2	5	4	2	0.7539791530430651
T00450	4	5	4	4	4	4	4	3	5	4	1	-0.1372760883351576
T00451	4	2	5	3	3	3	4	3	5	2	2	0.3398722535020641
T00452	5	5	5	5	5	5	5	5	5	5	2	1.6467980004402338
T00453	5	2	4	4	5	5	5	5	5	4	2	0.7241374313324177
T00454	4	4	3	1	2	3	3	2	1	1	2	0.18316259912114558
T00455	5	2	5	2	5	5	4	4	5	1	2	1.296064703425932
T00456	4	5	4	4	5	3	4	5	5	5	2	1.0893991794570117
T00457	5	4	4	3	4	5	5	3	4	2	2	0.8659013272195076
T00458	5	4	5	2	4	5	4	5	4	2	1	0.5050597916329037
T00459	2	4	4	3	3	5	5	3	5	2	1	1.0551798231027596
T00460	5	5	5	4	4	5	5	5	4	5	1	0.14240077626022501
T00461	4	2	4	1	2	4	2	2	2	1	1	0.20443991907635384
T00462	2	1	2	1	2	2	2	2	1	1	1	0.345146291991026
T00463	4	2	3	4	4	5	5	5	5	2	2	0.7581185627048361
T00464	5	4	4	5	0	4	5	4	4	2	1	1.2008733885635872
T00465	4	4	5	3	5	5	4	5	5	3	2	0.6839014479498712
T00466	2	2	2	4	4	5	3	1	3	2	1	0.06442876949993764
T00467	3	5	4	3	2	5	2	4	4	3	2	-0.1178897472454517
T00468	5	5	4	5	5	5	5	5	5	4	2	0.39034567072674187
T00469	4	4	4	5	4	5	5	4	4	3	2	2.2297403531784763
T00470	5	5	0	4	5	5	5	5	5	0	2	2.1013754780695737
T00471	5	5	5	4	5	5	5	5	5	5	2	1.7874351572940406
T00472	1	2	1	2	2	3	1	1	2	2	1	-1.197889580065305
T00473	5	4	5	1	3	5	4	4	4	2	1	-0.4384450683129569
T00474	3	5	4	5	4	4	4	4	4	4	1	-0.9095737307148621
T00475	5	2	3	3	3	5	5	4	4	4	2	0.3479080520197855
T00476	3	1	3	2	4	4	4	3	5	5	1	-0.04286226540397982
T00477	3	4	4	5	4	4	4	5	4	4	1	0.7179254711369487
T00478	4	5	4	3	3	4	2	4	4	1	2	-1.116159894416347
T00479	2	4	1	4	2	3	2	0	4	4	1	-0.19629512132401422
T00480	4	5	5	5	4	4	5	5	5	4	2	0.12634334058676777
T00481	5	4	4	3	4	5	3	4	5	4	1	-0.1464270954721657
T00482	5	4	5	5	5	4	5	5	4	5	2	1.093463364752337
T00483	5	4	3	3	3	5	4	1	4	4	1	-0.7651625425342208
T00484	4	5	4	5	3	4	5	4	3	3	2	1.675951932927475
T00485	5	5	5	4	4	5	5	5	5	5	2	1.8654149487881315
T00486	4	4	3	1	4	5	2	2	3	1	1	-0.13427492075473413
T00487	3	3	4	2	4	4	1	4	4	2	1	-0.1842948165340949
T00488	4	3	4	5	4	5	4	4	3	2	2	-0.3847363998771737
T00489	2	3	1	2	4	5	5	3	4	2	1	0.5841053418885751
T00490	4	2	1	1	3	5	3	3	3	1	1	0.06998372342789197
T00491	4	4	5	2	5	5	3	2	0	4	2	0.821988889093916
T00492	5	5	4	4	4	5	4	1	4	2	2	0.0556905811031565
T00493	4	3	5	4	5	5	4	4	4	2	2	1.4149535987301332
T00494	4	0	5	5	4	5	5	5	5	4	1	0.47905682730664206
T00495	4	1	4	3	2	3	5	3	4	1	1	-0.39950700410438345
T00496	3	4	3	2	5	5	4	4	3	4	2	-0.24778477454884001
T00497	5	5	3	3	3	5	5	4	2	4	2	1.5555642285393014
T00498	5	5	5	0	4	5	5	5	4	5	1	1.0169258108673582
T00499	4	2	1	1	2	5	2	1	4	1	1	-0.27656600862871994
T00500	2	4	1	2	3	5	3	4	4	1	1	-0.5455646526008971
T00501	5	4	5	5	5	5	5	4	5	0	2	1.0414323839071167
T00502	4	1	3	5	5	5	2	3	5	1	1	0.6724553291213635
T00503	5	4	5	5	5	5	5	3	5	5	1	0.4305790864792813
T00504	4	4	4	4	5	5	5	4	4	2	2	0.3445083450586659
T00505	5	5	5	5	5	5	5	5	4	5	2	0.1938684666719208
T00506	4	0	3	2	3	3	2	3	3	3	1	0.2648008768525385
T00507	4	3	3	2	4	5	4	4	3	2	1	-0.25882078351029225
T00508	5	4	4	2	5	4	4	4	4	4	1	-0.08069246551455056
T00509	2	3	2	5	5	5	4	5	4	4	1	-0.1747896689216301
T00510	4	4	4	2	3	4	4	4	4	2	2	1.4854081975509612
T00511	4	4	4	2	3	4	4	4	3	3	1	0.23803755547987274
T00512	5	3	4	5	4	3	4	5	5	1	2	1.2274668042776604
T00513	4	3	4	4	2	5	4	4	5	5	2	-0.003943800002047415
T00514	5	5	4	2	5	5	4	4	5	4	2	0.261518979209691
T00515	5	3	4	0	0	5	5	5	4	2	2	0.6789942243721452
T00516	4	4	2	3	2	5	4	5	3	4	2	0.6217204911382017
T00517	2	2	1	1	1	5	2	1	4	2	2	0.0611201601399429
T00518	5	2	5	1	4	1	4	3	4	4	2	0.20456838514718995
T00519	5	4	4	4	4	5	4	5	4	1	1	0.46759155032132527
T00520	5	4	4	4	4	5	5	4	5	2	2	1.2143553458289915
T00521	5	5	5	5	4	5	3	2	5	2	1	0.28365365221333527
T00522	2	1	1	4	4	5	2	3	4	2	1	-0.5452724198103112
T00523	5	4	3	2	3	5	4	4	4	3	2	0.7723622654425986
T00524	5	3	5	3	4	5	5	2	4	4	2	0.5503462648510662
T00525	4	4	2	3	3	4	1	2	4	3	2	-0.7373858464267029
T00526	5	2	2	4	3	5	4	5	3	1	1	0.15528642836213397
T00527	3	2	4	2	2	5	1	2	2	2	1	-1.425042072114766
T00528	4	2	3	2	5	4	2	3	2	3	1	-0.526289502063468
T00529	5	5	5	5	5	5	5	5	5	5	2	1.895750545589311
T00530	4	0	5	2	5	4	2	4	2	1	2	-0.6419726695188637
T00531	5	5	4	4	2	4	4	4	4	1	2	0.8911543241951317
T00532	5	5	5	5	5	5	5	5	5	5	2	1.293002443386706
T00533	4	2	3	1	2	5	3	4	3	1	2	1.029766747007594
T00534	4	4	1	2	2	4	2	4	4	4	2	-0.39300979518614476
T00535	3	5	5	4	3	4	4	3	3	4	2	0.7090124264347994
T00536	4	5	4	2	4	5	4	4	4	4	1	0.24696228940388415
T00537	4	3	3	2	2	5	3	1	1	1	1	0.03306202142432657
T00538	2	1	4	3	4	5	3	4	4	1	1	-0.7295260281444548
T00539	5	5	5	4	4	5	5	4	4	5	1	0.6835203330145334
T00540	5	5	5	4	5	2	5	3	4	4	2	2.980812150008121
T00541	2	4	5	3	4	5	1	4	3	3	2	0.5194247630902229
T00542	4	3	3	4	2	5	4	2	4	3	1	1.2430722584272345
T00543	4	4	2	4	5	5	3	4	4	1	1	-0.6071471052027612
T00544	5	4	4	5	4	4	5	4	4	4	2	0.9527239051892888
T00545	3	1	3	2	3	4	5	4	5	2	2	0.47749724103521385
T00546	3	1	2	2	4	4	2	3	2	0	1	-0.3028417035310074
T00547	4	2	3	2	4	4	4	3	5	1	1	0.29054332736153676
T00548	5	4	4	2	4	4	4	5	4	4	2	1.2146809706283819
T00549	5	3	3	5	4	4	3	2	5	2	2	0.061611303996735534
T00550	3	2	2	1	2	5	2	1	5	1	1	-0.5657033104578097
T00551	5	5	5	5	4	5	5	5	5	4	2	1.9688850931287551
T00552	3	4	4	3	5	5	4	4	2	3	2	0.28717923012560653
T00553	5	5	5	2	5	4	4	4	5	4	2	0.14900393942989482
T00554	5	5	5	5	5	4	5	5	4	2	2	0.07002677509881794
T00555	3	0	4	2	3	4	5	5	4	4	1	0.7748703359647959
T00556	4	4	5	3	3	5	5	5	5	5	2	1.9024097709264032
T00557	4	4	5	2	4	5	4	5	5	4	1	0.016455568397064912
T00558	0	1	3	2	2	4	1	2	2	1	2	-0.7582337062460847
T00559	4	2	2	5	3	3	2	2	4	3	1	0.36758826576719406
T00560	4	3	3	3	1	3	3	3	5	4	1	-0.26491410441610347
T00561	4	3	2	2	4	5	5	4	5	4	1	0.9022717155685929
T00562	5	3	5	4	5	4	4	4	4	5	2	0.4710453118264989
T00563	4	3	4	3	2	5	4	4	4	2	2	0.22459786123102726
T00564	2	5	4	5	4	5	5	1	4	5	2	1.0159795006769352
T00565	4	1	5	2	5	2	3	1	5	2	1	-0.6218572628178383
T00566	4	4	5	3	4	5	5	5	4	2	2	1.2156191892054748
T00567	4	4	4	2	4	4	3	1	4	4	2	0.6516118555367718
T00568	5	5	5	5	4	5	5	5	5	3	2	0.6700635264973277
T00569	3	0	3	1	1	2	1	2	4	2	1	0.663055262019448
T00570	5	5	5	3	2	4	5	5	4	4	2	1.5200509088256768
T00571	5	3	4	4	2	5	3	4	4	1	2	0.5828965006609526
T00572	5	4	5	1	4	5	4	4	3	2	2	0.4111655191285479
T00573	5	5	4	5	4	5	5	4	4	5	2	2.9538923078253125
T00574	3	5	5	2	4	4	3	5	5	5	2	0.7088200660809651
T00575	4	4	3	3	4	3	5	2	5	4	1	-0.13855589739013718
T00576	4	3	2	4	3	5	2	2	5	4	1	-0.865597620978507
T00577	2	1	1	1	1	4	1	2	2	1	2	-0.3215229648136663
T00578	5	5	5	5	5	5	5	5	5	5	2	2.6698278533646036
T00579	4	1	1	2	2	1	2	4	4	2	1	-0.8565100941004715
T00580	5	4	5	5	5	5	5	5	5	5	2	2.319004897400415
T00581	5	5	5	4	4	5	5	5	5	5	2	1.6710367483677167
T00582	5	5	5	4	5	5	4	5	5	4	2	1.7004357913125538
T00583	4	1	4	3	1	4	3	2	4	1	1	-0.3687768399787821
T00584	5	4	3	4	2	3	4	4	3	5	1	1.4952158677714673
T00585	2	4	3	0	4	4	5	5	4	2	2	0.5744588334737141
T00586	3	4	1	2	2	0	2	2	3	2	2	0.10374264912966126
T00587	5	4	4	4	3	5	3	2	5	2	2	-1.4983224380652926
T00588	4	3	4	5	5	5	4	4	3	4	2	-0.7864741063249464
T00589	2	1	2	5	3	5	1	2	4	0	1	0.7317002958925235
T00590	4	2	1	1	4	4	2	1	4	3	1	-0.15678526810195142
T00591	3	1	2	3	3	5	4	3	4	1	1	-0.6155139224671388
T00592	5	4	4	5	5	5	5	4	5	4	2	0.6837846209084922
T00593	5	4	4	3	2	5	2	3	4	4	1	0.23501909710160157
T00594	5	5	5	4	5	5	4	5	5	5	2	1.2423246460498036
T00595	4	2	4	2	2	4	3	2	3	2	1	1.105936763638312
T00596	4	2	1	2	3	4	1	2	4	1	1	-0.2305483229155283
T00597	4	4	4	5	4	4	4	2	5	3	2	1.4384524570012076
T00598	5	5	5	5	5	5	5	4	4	5	2	1.0036192361648724
T00599	4	2	5	5	2	4	5	4	4	3	2	1.160007412801317
T00600	4	5	4	1	4	5	4	4	5	3	1	0.07399100302448669
T00601	5	5	5	5	5	5	5	4	4	5	2	2.002384695545548
T00602	4	3	3	2	2	4	2	1	5	4	2	-1.059293308857346
T00603	1	4	4	3	3	5	3	5	5	4	1	0.7212854842761629
T00604	4	4	4	3	0	4	5	3	4	4	2	1.6285831464526588
T00605	2	1	4	3	3	4	4	4	2	1	1	-0.23743388285228167
T00606	5	5	5	2	5	5	4	5	5	5	2	0.458162580972646
T00607	5	4	4	2	5	4	4	5	5	4	2	0.8915392013906966
T00608	4	3	4	3	4	5	3	2	2	1	1	-0.23116689292926104
T00609	3	4	0	4	3	3	4	2	5	2	2	-0.09813705387694788
T00610	2	2	4	2	4	4	4	2	4	3	1	0.13126938927069232
T00611	4	4	1	4	4	5	4	3	4	2	1	0.025846827038802367
T00612	4	1	4	3	4	2	2	3	2	2	1	-0.5489810598450431
T00613	2	3	1	1	2	4	4	2	1	4	2	0.4110678517287586
T00614	2	2	1	2	2	4	2	2	5	1	1	0.32858527116319675
T00615	4	5	4	3	5	5	4	2	2	5	1	0.27071849631235223
T00616	5	2	3	2	1	5	2	4	5	1	1	-0.6545583927210821
T00617	5	2	1	3	4	4	2	4	2	2	2	-0.1667425335124044
T00618	5	5	5	5	5	5	5	5	5	5	2	0.958186644009875
T00619	3	2	4	4	2	4	5	0	3	3	1	-0.2664319157674528
T00620	5	2	4	3	4	4	5	3	4	4	2	1.4330836228680406
T00621	3	1	3	2	3	4	3	1	1	2	1	-1.7123818892383076
T00622	4	0	1	2	4	4	3	2	4	2	1	-0.13129677389010264
T00623	5	3	3	3	4	4	5	3	5	1	2	0.505563057896627
T00624	5	4	4	4	5	2	3	5	5	1	1	1.7352075499329296
T00625	5	2	4	3	4	5	0	4	5	4	2	1.006231650278622
T00626	5	5	4	5	5	5	4	4	4	0	2	1.7736097316159007
T00627	4	1	4	2	3	4	5	5	4	1	1	1.7787473562000133
T00628	4	1	3	2	4	4	3	4	1	2	1	0.8805886833109237
T00629	4	4	3	3	4	4	5	3	4	1	1	-0.9442171407330631
T00630	5	4	5	0	2	4	4	3	4	5	1	0.32612406462614885
T00631	1	1	2	4	1	4	2	2	3	1	2	-2.2135499250843114
T00632	5	4	5	2	4	4	4	5	5	2	2	1.0488592909896082
T00633	5	4	4	1	4	4	4	2	5	1	2	1.4014930844083524
T00634	3	3	5	5	4	4	2	4	4	4	1	-0.31044402590735626
T00635	4	2	4	1	4	4	4	2	3	1	1	0.2722201471680107
T00636	5	4	5	2	5	5	4	4	4	4	2	0.633559916661784
T00637	5	5	4	4	5	5	5	4	5	5	1	0.7181471824938332
T00638	4	3	4	3	2	5	5	4	5	2	1	0.5585404437746733
T00639	5	5	5	4	5	4	5	5	5	4	2	2.052977978979948
T00640	5	3	4	5	4	4	4	3	5	2	1	0.45815893486303405
T00641	5	2	3	2	1	4	4	2	2	2	1	-1.8789147098898389
T00642	5	5	5	4	5	5	5	5	5	5	1	1.5666376556838553
T00643	4	3	4	5	4	4	5	3	4	5	1	0.03690832449933512
T00644	4	3	4	1	4	5	4	4	5	4	1	0.21939442336514525
T00645	5	5	5	5	5	5	5	5	5	4	2	1.21586423534739
T00646	2	3	2	2	2	3	2	4	1	2	1	-0.045354385448556744
T00647	4	4	5	5	3	5	4	2	3	2	2	1.2731014671686756
T00648	4	1	1	1	0	5	4	1	2	1	1	-1.1150835467095759
T00649	5	3	4	4	3	4	5	3	4	3	2	-0.09605084341835413
T00650	2	5	4	4	3	3	3	3	5	4	1	0.6197520046493401
T00651	5	2	5	3	5	4	4	5	4	3	2	0.7352171842902748
T00652	5	3	5	5	5	5	4	5	5	4	2	1.1454414793713485
T00653	1	1	2	1	2	3	2	1	2	2	1	-0.7397950548968454
T00654	5	4	4	3	5	4	3	2	4	4	2	0.327360952598869
T00655	4	4	2	2	4	2	4	4	5	4	1	-0.5371652679661357
T00656	5	3	4	3	2	4	4	5	4	4	2	-0.1033847387554312
T00657	2	2	3	0	1	4	0	3	4	1	1	-0.13598221032094987
T00658	4	3	4	2	5	5	2	4	3	3	1	0.17471002297979915
T00659	5	5	5	5	5	5	5	5	5	5	1	0.8732139142871509
T00660	0	1	4	4	3	4	4	4	5	3	1	0.9019985604421958
T00661	5	4	4	3	2	4	4	5	5	3	1	-0.08057680404269485
T00662	5	5	5	5	5	5	5	5	5	4	2	1.4568613915927047
T00663	4	2	5	5	5	5	3	1	4	4	2	0.4239158349768687
T00664	4	5	5	1	5	4	4	5	5	2	2	1.1154800436363628
T00665	5	1	3	4	4	4	3	5	5	3	1	-0.9095056550002747
T00666	5	4	3	4	3	5	3	4	4	5	2	1.608563053693271
T00667	3	2	2	4	3	5	3	3	3	1	1	-0.8856656372924742
T00668	4	5	5	5	2	5	4	5	4	4	1	0.4079371680607023
T00669	4	4	4	2	4	4	2	2	4	1	1	-1.226462334196266
T00670	3	1	4	2	1	3	4	3	2	2	1	-0.0976447941488551
T00671	2	3	5	5	5	4	4	5	5	3	2	0.8334908345531108
T00672	4	3	4	2	3	4	4	4	1	3	2	1.471414496828415
T00673	5	4	5	3	4	5	4	5	5	5	1	-0.9222274220416444
T00674	5	2	5	2	5	4	4	4	2	4	1	1.305344089690561
T00675	1	1	2	2	2	4	3	1	4	1	1	2.01265083826062
T00676	5	5	5	5	5	5	4	5	5	5	2	0.5257330700723956
T00677	4	2	4	5	5	5	5	2	2	4	2	0.941492288806827
T00678	5	5	5	5	5	5	5	0	5	5	2	1.5476023726140296
T00679	4	3	4	2	4	5	4	5	4	4	2	2.8971790583647623
T00680	4	5	5	4	5	5	4	5	5	5	1	-0.2466802994559505
T00681	5	5	5	5	5	0	4	5	5	5	2	1.0408935024245314
T00682	5	5	2	4	5	5	5	5	4	5	2	1.0624130046035791
T00683	4	2	5	2	2	4	3	2	2	2	1	-0.7249301419434975
T00684	5	4	2	4	4	4	4	3	4	4	2	-0.3079439561341771
T00685	5	2	4	4	4	5	4	4	5	1	2	0.47033076342514096
T00686	5	4	5	5	4	3	4	5	5	4	2	0.8197914291253793
T00687	2	3	1	1	3	3	4	2	4	2	1	0.08946880682297922
T00688	3	1	2	3	4	3	4	4	4	3	1	-0.1258531198746793
T00689	5	3	5	2	2	4	3	4	5	2	1	-1.0156896314988306
T00690	4	4	2	2	5	4	5	3	3	2	2	1.1652962933312527
T00691	4	2	4	2	2	3	4	2	2	2	2	-0.27667153837539826
T00692	5	5	4	5	4	5	4	3	5	4	2	2.3265041336911922
T00693	3	2	1	2	4	5	4	4	4	1	1	0.13216728692961316
T00694	4	3	3	2	4	4	3	2	3	2	1	-1.030489139979307
T00695	4	2	5	4	4	5	4	4	2	4	2	0.12948845966469918
T00696	5	4	5	5	4	4	5	5	4	3	2	1.9066068393091173
T00697	3	3	2	5	2	5	4	4	5	5	1	0.8568810846617123
T00698	5	5	4	5	5	5	4	5	4	4	2	-0.6659676880618689
T00699	5	5	4	5	4	2	4	5	5	4	2	0.7792230490166582
T00700	3	4	4	2	5	5	4	4	5	4	2	0.5427628541773315
T00701	2	1	2	3	3	5	2	1	4	1	1	-0.12955460736964974
T00702	2	2	1	2	1	5	2	2	1	1	1	0.5900967674634745
T00703	5	4	5	2	5	5	4	5	5	3	1	0.23083099185963685
T00704	5	3	4	3	5	4	3	4	5	5	2	0.2834526051123544
T00705	4	4	2	2	4	3	3	4	4	1	2	0.1373188243590651
T00706	4	4	5	3	4	5	4	5	3	2	1	0.5855112325811507
T00707	4	3	5	5	5	5	4	4	4	4	2	1.3381480142163678
T00708	4	4	5	5	5	5	4	4	3	2	2	0.6579201356278817
T00709	3	2	4	3	5	4	4	2	5	4	2	0.11725120866322963
T00710	5	2	5	4	5	4	4	5	5	4	1	0.02664925255897216
T00711	5	5	2	3	5	4	2	5	4	2	2	-0.6504565769570977
T00712	4	2	3	2	3	4	4	2	4	4	2	0.9761208454540908
T00713	5	4	2	4	4	4	3	2	4	3	1	0.7305143528235051
T00714	4	5	4	4	4	5	4	4	4	4	1	0.40594118336322504
T00715	5	5	5	5	5	5	5	5	5	4	1	1.8498215980770119
T00716	5	4	5	5	4	5	4	5	4	5	2	-0.01305635291650542
T00717	5	4	4	2	4	5	5	3	4	4	2	0.3750443681996344
T00718	5	4	4	2	3	4	4	3	5	2	1	0.7098386191955108
T00719	5	5	5	4	5	4	5	5	5	3	2	1.0587745225309408
T00720	4	4	4	2	5	5	2	1	5	2	1	-0.9661048077243215
T00721	5	5	4	2	5	5	5	5	5	4	2	1.8512287888620447
T00722	4	5	3	4	2	5	4	4	4	3	2	-0.21071198346151365
T00723	4	5	5	2	5	5	4	4	4	5	1	0.9236309676276553
T00724	2	2	3	1	2	3	2	1	0	1	1	-0.4727599692647767
T00725	2	4	4	5	5	5	4	4	2	3	2	-0.8029431247854185
T00726	2	4	5	4	4	4	2	4	5	4	2	-1.1411038888723637
T00727	5	4	3	5	2	5	4	2	4	2	1	-0.33242394896890587
T00728	4	4	3	2	2	4	4	2	5	1	2	0.1529595406352149
T00729	1	3	1	1	1	3	4	2	4	1	1	0.6636242701648947
T00730	4	4	4	2	1	3	3	2	5	2	1	-0.5652453025528417
T00731	4	4	4	4	5	5	4	5	5	5	1	-0.3442090787116435
T00732	5	1	2	3	5	5	4	2	4	4	1	-0.7914365358459423
T00733	2	2	2	4	5	4	4	4	2	2	1	0.2979803893157757
T00734	2	3	4	2	4	4	4	2	3	1	1	-0.82652976904726
T00735	5	4	4	3	5	5	2	2	5	1	2	0.6162344312798651
T00736	5	5	4	4	4	5	2	5	5	3	2	-0.13745309525110022
T00737	3	5	3	3	4	5	5	4	5	3	1	1.2675276489458738
T00738	2	5	4	4	2	3	2	4	5	4	1	0.8951917079837775
T00739	5	5	5	3	5	5	4	5	5	5	2	0.28764060085946286
T00740	4	4	4	2	5	5	4	3	5	4	1	1.1131812013647424
T00741	4	3	3	3	3	4	2	1	2	4	2	-0.1378884111292894
T00742	4	4	4	2	2	4	4	4	4	1	1	-1.33092337814367
T00743	4	4	2	2	4	5	5	3	4	5	1	0.5937017001910694
T00744	4	4	4	4	3	4	4	4	5	2	1	-0.43064219261626796
T00745	2	2	4	3	2	1	4	3	2	1	2	-0.23918291697437288
T00746	4	5	4	0	2	4	4	2	2	2	1	0.05351790369333992
T00747	5	5	4	4	3	5	5	4	4	3	2	0.026638596132355308
T00748	4	4	3	2	4	4	4	3	4	2	2	1.6810842991344737
T00749	4	4	3	2	2	4	3	2	2	4	2	-0.5629445426290318
T00750	0	5	2	4	2	2	4	5	4	5	2	0.4825340783914063
T00751	5	1	5	3	5	5	2	4	4	3	1	0.5325703410757447
T00752	4	4	4	1	4	4	5	4	4	4	2	0.9696852614404969
T00753	5	2	3	4	4	4	5	3	4	2	2	1.5545443813710853
T00754	5	2	5	4	5	5	4	5	5	5	2	1.5966430843269093
T00755	5	4	4	3	5	2	4	4	5	5	2	1.6175449350670563
T00756	5	4	3	5	3	5	5	3	3	2	2	0.4992555673384487
T00757	5	4	5	2	5	4	5	1	4	2	1	0.2973583666926844
T00758	4	3	2	1	2	4	2	3	2	1	2	0.38946146528482944
T00759	2	2	4	2	2	5	5	4	3	3	2	-0.09818539174642305
T00760	4	3	4	2	4	5	4	5	4	5	1	-0.16239664086077726
T00761	4	3	4	5	5	5	5	5	4	5	1	0.2074377200876486
T00762	3	3	5	4	4	5	3	4	0	1	1	0.5786871428258832
T00763	5	4	4	5	4	5	5	5	5	5	2	1.3321524293950242
T00764	4	3	5	4	5	5	5	5	4	3	2	1.8959754685917118
T00765	2	4	2	1	3	3	4	3	4	3	1	-0.14981003382167601
T00766	3	4	4	2	3	2	1	4	3	1	1	-0.8180356314493555
T00767	4	4	3	3	4	5	4	4	5	1	1	0.15208935408464933
T00768	5	5	0	4	4	4	5	3	4	4	1	0.7303703116542403
T00769	4	4	4	2	5	5	4	5	5	4	1	0.058476952520337244
T00770	4	5	5	4	3	5	2	4	4	5	1	0.523830521364471
T00771	5	3	4	2	5	5	4	3	5	1	1	-0.36810889879556513
T00772	4	4	2	3	3	4	5	3	5	4	1	0.5879408987828976
T00773	5	5	4	4	4	4	5	5	5	4	1	1.0059529448797568
T00774	4	2	2	2	4	4	2	1	3	1	1	0.470381702900835
T00775	2	4	4	4	2	5	3	2	5	1	2	0.47190958069805095
T00776	5	2	4	2	3	3	4	1	2	1	1	0.05697914594000382
T00777	4	5	5	4	3	4	5	5	4	4	2	2.002320688595282
T00778	4	5	5	3	0	5	5	5	5	4	2	1.3729727669002685
T00779	2	2	3	3	4	5	2	5	4	1	1	-1.07395129497879
T00780	4	2	2	4	2	3	2	2	1	2	1	-0.8564740721252565
T00781	5	5	5	4	5	5	5	4	5	5	1	1.3342529477032352
T00782	5	4	5	3	4	5	5	5	5	5	1	0.019780598187180698
T00783	2	4	5	2	4	5	4	4	5	2	1	0.012751651077365034
T00784	5	5	2	3	5	5	5	3	4	2	1	0.5618627457960453
T00785	4	2	5	2	2	4	5	4	5	3	2	0.49186893072003024
T00786	5	5	5	4	5	5	5	5	5	5	2	0.3569668034834972
